symbol,code,date,shareholding,shareholding_percent
688002.SH,688002,2021-02-22,"2,088,875",0.90
688006.SH,688006,2021-02-22,"1,015,804",0.93
688008.SH,688008,2021-02-22,"4,795,516",1.13
688009.SH,688009,2021-02-22,"8,058,358",0.40
688012.SH,688012,2021-02-22,"433,973",0.17
688019.SH,688019,2021-02-22,"59,598",0.19
688122.SH,688122,2021-02-22,"2,140,719",0.68
688139.SH,688139,2021-02-22,"981,830",0.53
688180.SH,688180,2021-02-22,"1,705,046",2.29
688185.SH,688185,2021-02-22,"186,958",0.76
688366.SH,688366,2021-02-22,"107,600",0.27
688505.SH,688505,2021-02-22,"269,762",0.27
600000.SH,600000,2021-02-22,"495,084,943",1.68
600004.SH,600004,2021-02-22,"177,973,055",8.60
600006.SH,600006,2021-02-22,"25,682",0.00
600007.SH,600007,2021-02-22,"11,442,356",1.13
600008.SH,600008,2021-02-22,"107,596,656",1.46
600009.SH,600009,2021-02-22,"193,127,610",17.66
600010.SH,600010,2021-02-22,"632,005,196",1.99
600011.SH,600011,2021-02-22,"154,997,922",1.40
600012.SH,600012,2021-02-22,"15,420,611",1.32
600015.SH,600015,2021-02-22,"271,704,466",2.11
600016.SH,600016,2021-02-22,"685,011,579",1.93
600017.SH,600017,2021-02-22,"1,699,004",0.05
600018.SH,600018,2021-02-22,"169,916,104",0.73
600019.SH,600019,2021-02-22,"1,558,507,117",7.01
600020.SH,600020,2021-02-22,"21,255,803",0.94
600021.SH,600021,2021-02-22,"22,185,892",0.94
600023.SH,600023,2021-02-22,"3,939,092",0.02
600025.SH,600025,2021-02-22,"56,761,472",0.31
600026.SH,600026,2021-02-22,"39,289,741",1.43
600027.SH,600027,2021-02-22,"89,735,744",1.10
600028.SH,600028,2021-02-22,"1,180,610,481",1.23
600029.SH,600029,2021-02-22,"647,097,899",7.97
600030.SH,600030,2021-02-22,"320,070,082",3.26
600031.SH,600031,2021-02-22,"800,487,995",9.44
600033.SH,600033,2021-02-22,"819,291",0.02
600036.SH,600036,2021-02-22,"1,175,841,540",5.69
600037.SH,600037,2021-02-22,"453,975",0.03
600038.SH,600038,2021-02-22,"12,599,868",2.13
600039.SH,600039,2021-02-22,"50,013,499",1.38
600048.SH,600048,2021-02-22,"515,923,130",4.31
600050.SH,600050,2021-02-22,"76,842,291",0.25
600053.SH,600053,2021-02-22,"6,742,744",1.55
600054.SH,600054,2021-02-22,"1,143,780",0.22
600056.SH,600056,2021-02-22,"13,185,420",1.23
600057.SH,600057,2021-02-22,"35,198,586",1.64
600058.SH,600058,2021-02-22,"118,659",0.01
600059.SH,600059,2021-02-22,"217,608",0.02
600060.SH,600060,2021-02-22,"8,193,037",0.62
600061.SH,600061,2021-02-22,"47,413,680",1.12
600062.SH,600062,2021-02-22,"33,536,991",3.21
600063.SH,600063,2021-02-22,"1,550,641",0.08
600064.SH,600064,2021-02-22,"1,159,414",0.09
600066.SH,600066,2021-02-22,"178,535,600",8.06
600067.SH,600067,2021-02-22,"973,373",0.06
600068.SH,600068,2021-02-22,"99,971,431",2.17
600070.SH,600070,2021-02-22,"7,656,184",1.46
600072.SH,600072,2021-02-22,"2,851,898",0.38
600073.SH,600073,2021-02-22,"8,766,662",0.93
600075.SH,600075,2021-02-22,"33,911",0.00
600077.SH,600077,2021-02-22,249,0.00
600078.SH,600078,2021-02-22,"6,215",0.00
600079.SH,600079,2021-02-22,"28,653,579",2.11
600081.SH,600081,2021-02-22,"260,608",0.08
600085.SH,600085,2021-02-22,"6,966,557",0.50
600086.SH,600086,2021-02-22,"1,827",0.00
600088.SH,600088,2021-02-22,"189,696",0.04
600089.SH,600089,2021-02-22,"62,721,716",1.68
600093.SH,600093,2021-02-22,"6,061,371",0.54
600094.SH,600094,2021-02-22,"54,190,690",2.38
600096.SH,600096,2021-02-22,"203,687",0.01
600098.SH,600098,2021-02-22,"1,031,363",0.03
600100.SH,600100,2021-02-22,"2,273,965",0.07
600101.SH,600101,2021-02-22,"30,597",0.00
600104.SH,600104,2021-02-22,"505,472,146",4.32
600105.SH,600105,2021-02-22,"1,736,130",0.12
600106.SH,600106,2021-02-22,"1,843,320",0.13
600108.SH,600108,2021-02-22,"264,248",0.01
600109.SH,600109,2021-02-22,"93,944,418",3.10
600110.SH,600110,2021-02-22,"1,500",0.00
600111.SH,600111,2021-02-22,"87,488,969",2.40
600112.SH,600112,2021-02-22,"192,779",0.03
600113.SH,600113,2021-02-22,167,0.00
600114.SH,600114,2021-02-22,"96,717",0.01
600115.SH,600115,2021-02-22,"150,391,779",1.53
600116.SH,600116,2021-02-22,"695,304",0.07
600118.SH,600118,2021-02-22,"6,520,772",0.55
600119.SH,600119,2021-02-22,"130,051",0.04
600120.SH,600120,2021-02-22,"13,111,860",0.58
600122.SH,600122,2021-02-22,"1,948,303",0.16
600123.SH,600123,2021-02-22,"483,639",0.04
600125.SH,600125,2021-02-22,"36,951,445",2.83
600131.SH,600131,2021-02-22,"6,103,088",1.12
600132.SH,600132,2021-02-22,"30,566,393",6.31
600135.SH,600135,2021-02-22,"222,166",0.05
600136.SH,600136,2021-02-22,"1,077,373",0.22
600138.SH,600138,2021-02-22,"20,063,669",2.77
600141.SH,600141,2021-02-22,"15,934,050",1.86
600143.SH,600143,2021-02-22,"83,293,510",3.23
600150.SH,600150,2021-02-22,"10,419,559",0.63
600153.SH,600153,2021-02-22,"96,948,755",3.41
600155.SH,600155,2021-02-22,"6,969,014",0.40
600157.SH,600157,2021-02-22,"2,574,742",0.01
600158.SH,600158,2021-02-22,"193,381",0.02
600160.SH,600160,2021-02-22,"100,417,417",3.71
600161.SH,600161,2021-02-22,"21,170,407",1.68
600162.SH,600162,2021-02-22,"13,719,507",0.40
600166.SH,600166,2021-02-22,"2,978,401",0.04
600167.SH,600167,2021-02-22,"22,647,078",0.98
600168.SH,600168,2021-02-22,"94,720",0.01
600169.SH,600169,2021-02-22,"2,616,502",0.10
600170.SH,600170,2021-02-22,"180,709,509",2.02
600171.SH,600171,2021-02-22,"6,213,540",0.88
600172.SH,600172,2021-02-22,"1,187,929",0.09
600173.SH,600173,2021-02-22,"689,582",0.09
600176.SH,600176,2021-02-22,"259,557,689",7.41
600177.SH,600177,2021-02-22,"75,506,449",1.63
600179.SH,600179,2021-02-22,"327,041",0.00
600180.SH,600180,2021-02-22,"34,236,521",3.36
600183.SH,600183,2021-02-22,"111,865,135",4.88
600185.SH,600185,2021-02-22,"101,955,432",4.94
600188.SH,600188,2021-02-22,"69,323,226",2.34
600190.SH,600190,2021-02-22,"268,304",0.01
600195.SH,600195,2021-02-22,"210,694",0.02
600196.SH,600196,2021-02-22,"37,133,132",1.84
600197.SH,600197,2021-02-22,"1,422,321",0.30
600200.SH,600200,2021-02-22,"2,962,457",0.41
600201.SH,600201,2021-02-22,"211,258,372",18.86
600206.SH,600206,2021-02-22,"10,236,479",1.21
600208.SH,600208,2021-02-22,"116,068,553",1.34
600210.SH,600210,2021-02-22,"48,028,811",3.16
600211.SH,600211,2021-02-22,"1,280,805",0.51
600216.SH,600216,2021-02-22,"16,766,430",1.73
600219.SH,600219,2021-02-22,"349,787,602",2.92
600221.SH,600221,2021-02-22,"40,418,882",0.24
600223.SH,600223,2021-02-22,"3,491,720",0.34
600226.SH,600226,2021-02-22,"527,052",0.02
600230.SH,600230,2021-02-22,"12,012",0.00
600231.SH,600231,2021-02-22,"619,386",0.02
600233.SH,600233,2021-02-22,"59,350,959",1.87
600236.SH,600236,2021-02-22,"25,453,596",0.32
600238.SH,600238,2021-02-22,400,0.00
600239.SH,600239,2021-02-22,"1,086,781",0.06
600248.SH,600248,2021-02-22,"2,651",0.00
600251.SH,600251,2021-02-22,"55,423",0.00
600252.SH,600252,2021-02-22,"23,496,734",0.67
600255.SH,600255,2021-02-22,"574,897",0.03
600256.SH,600256,2021-02-22,"112,336,341",1.66
600257.SH,600257,2021-02-22,"284,737",0.05
600258.SH,600258,2021-02-22,"77,486,080",7.91
600259.SH,600259,2021-02-22,"306,600",0.10
600260.SH,600260,2021-02-22,"26,464,544",2.72
600261.SH,600261,2021-02-22,"23,271,629",1.60
600266.SH,600266,2021-02-22,"1,747,185",0.07
600267.SH,600267,2021-02-22,"720,825",0.07
600268.SH,600268,2021-02-22,"20,400",0.00
600269.SH,600269,2021-02-22,"1,575,494",0.06
600271.SH,600271,2021-02-22,"9,748,087",0.52
600273.SH,600273,2021-02-22,"29,740,170",2.07
600276.SH,600276,2021-02-22,"664,407,908",12.52
600277.SH,600277,2021-02-22,"7,903,391",0.28
600278.SH,600278,2021-02-22,"7,294",0.00
600280.SH,600280,2021-02-22,"117,881",0.01
600282.SH,600282,2021-02-22,"211,958,555",4.76
600284.SH,600284,2021-02-22,"6,644,722",0.68
600285.SH,600285,2021-02-22,"13,076,481",2.30
600289.SH,600289,2021-02-22,"69,611",0.01
600290.SH,600290,2021-02-22,200,0.00
600291.SH,600291,2021-02-22,"531,588",0.04
600292.SH,600292,2021-02-22,"829,738",0.10
600295.SH,600295,2021-02-22,"7,404,647",1.13
600297.SH,600297,2021-02-22,"38,437,110",0.47
600298.SH,600298,2021-02-22,"92,022,359",11.16
600299.SH,600299,2021-02-22,"10,985,173",0.40
600300.SH,600300,2021-02-22,"1,067,281",0.06
600305.SH,600305,2021-02-22,"54,426,863",5.42
600307.SH,600307,2021-02-22,"1,578,608",0.02
600309.SH,600309,2021-02-22,"144,475,452",10.14
600310.SH,600310,2021-02-22,"1,538,906",0.18
600312.SH,600312,2021-02-22,"12,262,662",0.90
600315.SH,600315,2021-02-22,"27,727,446",4.13
600316.SH,600316,2021-02-22,"260,546",0.03
600318.SH,600318,2021-02-22,"13,468",0.00
600321.SH,600321,2021-02-22,"134,400",0.00
600323.SH,600323,2021-02-22,"5,349,594",0.69
600325.SH,600325,2021-02-22,"40,097,079",1.89
600326.SH,600326,2021-02-22,"13,724,597",1.49
600327.SH,600327,2021-02-22,"311,261",0.03
600329.SH,600329,2021-02-22,"16,640,806",2.94
600332.SH,600332,2021-02-22,"19,364,020",1.37
600333.SH,600333,2021-02-22,"5,800",0.00
600335.SH,600335,2021-02-22,"2,227,718",0.21
600337.SH,600337,2021-02-22,"12,012,086",0.73
600338.SH,600338,2021-02-22,"11,944,532",1.30
600340.SH,600340,2021-02-22,"118,603,718",3.04
600343.SH,600343,2021-02-22,"535,571",0.08
600345.SH,600345,2021-02-22,"49,492",0.02
600346.SH,600346,2021-02-22,"138,816,523",1.97
600348.SH,600348,2021-02-22,"50,790,766",2.11
600350.SH,600350,2021-02-22,"24,130,649",0.50
600351.SH,600351,2021-02-22,"797,272",0.10
600352.SH,600352,2021-02-22,"79,698,836",2.44
600353.SH,600353,2021-02-22,"2,000",0.00
600362.SH,600362,2021-02-22,"56,471,708",2.72
600363.SH,600363,2021-02-22,"4,027,799",0.90
600366.SH,600366,2021-02-22,"10,494,656",1.06
600368.SH,600368,2021-02-22,"19,836,296",1.76
600369.SH,600369,2021-02-22,"60,892,918",1.07
600372.SH,600372,2021-02-22,"25,522,199",1.32
600373.SH,600373,2021-02-22,"62,275,171",4.59
600375.SH,600375,2021-02-22,"74,101",0.01
600376.SH,600376,2021-02-22,"23,854,475",0.92
600377.SH,600377,2021-02-22,"14,715,441",0.38
600378.SH,600378,2021-02-22,"4,728,584",1.32
600380.SH,600380,2021-02-22,"99,912,263",5.11
600381.SH,600381,2021-02-22,100,0.00
600382.SH,600382,2021-02-22,"2,366",0.00
600383.SH,600383,2021-02-22,"105,400,071",2.33
600386.SH,600386,2021-02-22,"497,355",0.06
600387.SH,600387,2021-02-22,"6,947,654",1.71
600388.SH,600388,2021-02-22,"12,260,920",1.14
600389.SH,600389,2021-02-22,50,0.00
600391.SH,600391,2021-02-22,"517,350",0.15
600392.SH,600392,2021-02-22,"41,643,496",2.37
600393.SH,600393,2021-02-22,"2,087,838",0.21
600395.SH,600395,2021-02-22,"28,014,047",1.69
600396.SH,600396,2021-02-22,"132,900",0.00
600397.SH,600397,2021-02-22,"489,383",0.04
600398.SH,600398,2021-02-22,"16,159,675",0.37
600399.SH,600399,2021-02-22,"54,637",0.00
600400.SH,600400,2021-02-22,"1,012,463",0.03
600403.SH,600403,2021-02-22,"62,059",0.00
600405.SH,600405,2021-02-22,"88,002",0.01
600406.SH,600406,2021-02-22,"588,845,479",12.84
600409.SH,600409,2021-02-22,"29,053,391",1.40
600410.SH,600410,2021-02-22,"1,173,683",0.10
600415.SH,600415,2021-02-22,"15,273,652",0.28
600416.SH,600416,2021-02-22,"358,882",0.03
600418.SH,600418,2021-02-22,"2,331,597",0.12
600420.SH,600420,2021-02-22,"6,646,497",0.64
600422.SH,600422,2021-02-22,"8,508,093",1.12
600425.SH,600425,2021-02-22,"34,473",0.00
600426.SH,600426,2021-02-22,"47,489,532",2.92
600428.SH,600428,2021-02-22,"850,949",0.03
600433.SH,600433,2021-02-22,"667,041",0.05
600435.SH,600435,2021-02-22,"1,076,895",0.07
600436.SH,600436,2021-02-22,"19,446,523",3.22
600438.SH,600438,2021-02-22,"223,253,444",5.20
600439.SH,600439,2021-02-22,"3,891,079",0.34
600446.SH,600446,2021-02-22,"18,038,775",2.10
600449.SH,600449,2021-02-22,"400,777",0.08
600452.SH,600452,2021-02-22,"3,519,538",0.80
600458.SH,600458,2021-02-22,"209,036",0.02
600459.SH,600459,2021-02-22,"3,880,083",0.88
600460.SH,600460,2021-02-22,"30,920,146",2.35
600466.SH,600466,2021-02-22,"42,110,828",1.38
600467.SH,600467,2021-02-22,"34,900",0.00
600468.SH,600468,2021-02-22,"673,979",0.06
600469.SH,600469,2021-02-22,300,0.00
600470.SH,600470,2021-02-22,100,0.00
600477.SH,600477,2021-02-22,"12,697,922",0.58
600478.SH,600478,2021-02-22,"21,935",0.00
600479.SH,600479,2021-02-22,"393,122",0.09
600480.SH,600480,2021-02-22,"584,532",0.07
600481.SH,600481,2021-02-22,"1,474,077",0.09
600482.SH,600482,2021-02-22,"1,668,403",0.19
600483.SH,600483,2021-02-22,"7,960,069",0.51
600485.SH,600485,2021-02-22,"628,734",0.03
600486.SH,600486,2021-02-22,"5,999,570",1.93
600487.SH,600487,2021-02-22,"39,785,423",2.08
600488.SH,600488,2021-02-22,"2,630",0.00
600489.SH,600489,2021-02-22,"71,140,837",1.94
600490.SH,600490,2021-02-22,"2,324,317",0.12
600491.SH,600491,2021-02-22,"11,243,849",0.73
600495.SH,600495,2021-02-22,"634,710",0.05
600496.SH,600496,2021-02-22,"1,356,225",0.08
600497.SH,600497,2021-02-22,"3,526,986",0.06
600498.SH,600498,2021-02-22,"23,488,474",2.07
600499.SH,600499,2021-02-22,"1,090,583",0.06
600500.SH,600500,2021-02-22,"6,666,456",0.24
600501.SH,600501,2021-02-22,"674,361",0.16
600502.SH,600502,2021-02-22,"11,705,735",0.68
600503.SH,600503,2021-02-22,"1,424,449",0.08
600507.SH,600507,2021-02-22,"171,983,421",7.97
600508.SH,600508,2021-02-22,100,0.00
600509.SH,600509,2021-02-22,"8,525",0.00
600510.SH,600510,2021-02-22,"2,520,178",0.24
600511.SH,600511,2021-02-22,"12,880,132",2.32
600513.SH,600513,2021-02-22,"48,781",0.01
600516.SH,600516,2021-02-22,"93,769,761",2.46
600517.SH,600517,2021-02-22,"1,166,824",0.06
600518.SH,600518,2021-02-22,"1,360,139",0.03
600519.SH,600519,2021-02-22,"99,649,715",7.93
600521.SH,600521,2021-02-22,"21,893,107",1.50
600522.SH,600522,2021-02-22,"90,322,362",2.94
600523.SH,600523,2021-02-22,"9,280",0.00
600525.SH,600525,2021-02-22,"1,955,154",0.14
600526.SH,600526,2021-02-22,"1,343,592",0.24
600527.SH,600527,2021-02-22,"3,481,754",0.20
600528.SH,600528,2021-02-22,"1,643,875",0.07
600529.SH,600529,2021-02-22,"48,152,743",8.09
600531.SH,600531,2021-02-22,"12,703,711",1.16
600532.SH,600532,2021-02-22,"37,201",0.00
600535.SH,600535,2021-02-22,"2,572,852",0.17
600536.SH,600536,2021-02-22,"9,075,692",1.83
600537.SH,600537,2021-02-22,"626,291",0.05
600545.SH,600545,2021-02-22,"3,919,912",0.20
600546.SH,600546,2021-02-22,"12,098",0.00
600547.SH,600547,2021-02-22,"70,460,839",1.99
600548.SH,600548,2021-02-22,"6,634,285",0.46
600549.SH,600549,2021-02-22,"64,132,258",4.56
600551.SH,600551,2021-02-22,"247,978",0.04
600552.SH,600552,2021-02-22,"1,703,654",0.22
600556.SH,600556,2021-02-22,"2,906,964",0.83
600557.SH,600557,2021-02-22,"6,076,845",1.02
600559.SH,600559,2021-02-22,"19,629,616",2.23
600561.SH,600561,2021-02-22,"11,900",0.00
600562.SH,600562,2021-02-22,"2,605,119",0.39
600563.SH,600563,2021-02-22,"8,275,950",3.67
600565.SH,600565,2021-02-22,"29,547,321",1.22
600566.SH,600566,2021-02-22,"17,895,526",2.19
600567.SH,600567,2021-02-22,"96,108,787",2.09
600568.SH,600568,2021-02-22,"506,541",0.03
600570.SH,600570,2021-02-22,"86,030,971",8.23
600571.SH,600571,2021-02-22,"674,245",0.15
600572.SH,600572,2021-02-22,"10,837,852",0.40
600577.SH,600577,2021-02-22,"36,353,520",1.89
600578.SH,600578,2021-02-22,"4,743,956",0.07
600580.SH,600580,2021-02-22,"24,993,422",1.91
600582.SH,600582,2021-02-22,"180,058,505",4.35
600583.SH,600583,2021-02-22,"95,466,681",2.15
600584.SH,600584,2021-02-22,"10,965,183",0.80
600585.SH,600585,2021-02-22,"355,264,931",8.88
600586.SH,600586,2021-02-22,"1,377,329",0.09
600587.SH,600587,2021-02-22,"9,675,077",2.39
600588.SH,600588,2021-02-22,"135,088,162",4.15
600589.SH,600589,2021-02-22,101,0.00
600594.SH,600594,2021-02-22,"673,364",0.08
600596.SH,600596,2021-02-22,"10,766,610",1.53
600597.SH,600597,2021-02-22,"11,631,540",0.95
600598.SH,600598,2021-02-22,"29,034,116",1.63
600600.SH,600600,2021-02-22,"19,291,092",2.77
600601.SH,600601,2021-02-22,"1,715,472",0.07
600604.SH,600604,2021-02-22,"253,708",0.01
600606.SH,600606,2021-02-22,"250,329,990",2.05
600611.SH,600611,2021-02-22,"12,962,954",0.82
600612.SH,600612,2021-02-22,"2,616,719",0.82
600613.SH,600613,2021-02-22,"398,145",0.08
600614.SH,600614,2021-02-22,"749,936",0.04
600616.SH,600616,2021-02-22,"4,941",0.00
600617.SH,600617,2021-02-22,"133,104",0.01
600618.SH,600618,2021-02-22,"3,200",0.00
600620.SH,600620,2021-02-22,"6,095",0.00
600621.SH,600621,2021-02-22,"4,574,470",0.43
600622.SH,600622,2021-02-22,"12,419,983",0.82
600623.SH,600623,2021-02-22,"2,723,802",0.14
600624.SH,600624,2021-02-22,"106,136",0.01
600626.SH,600626,2021-02-22,"7,837,015",0.96
600628.SH,600628,2021-02-22,"331,057",0.05
600629.SH,600629,2021-02-22,41,0.00
600633.SH,600633,2021-02-22,"444,143",0.03
600634.SH,600634,2021-02-22,"7,096",0.00
600635.SH,600635,2021-02-22,"11,037,400",0.45
600636.SH,600636,2021-02-22,"42,878",0.00
600637.SH,600637,2021-02-22,"68,930,348",2.01
600638.SH,600638,2021-02-22,"379,117",0.05
600639.SH,600639,2021-02-22,"10,414,600",1.22
600640.SH,600640,2021-02-22,"34,045",0.00
600641.SH,600641,2021-02-22,"27,073,173",2.82
600642.SH,600642,2021-02-22,"71,202,734",1.56
600643.SH,600643,2021-02-22,"29,790,091",1.84
600645.SH,600645,2021-02-22,"350,101",0.08
600648.SH,600648,2021-02-22,"5,445,335",0.58
600649.SH,600649,2021-02-22,"2,553,380",0.10
600650.SH,600650,2021-02-22,"337,569",0.08
600651.SH,600651,2021-02-22,"67,298",0.00
600654.SH,600654,2021-02-22,"227,831",0.03
600655.SH,600655,2021-02-22,"61,861,234",3.85
600657.SH,600657,2021-02-22,"25,513,103",1.67
600658.SH,600658,2021-02-22,91,0.00
600660.SH,600660,2021-02-22,"160,094,343",7.99
600661.SH,600661,2021-02-22,"47,676",0.01
600662.SH,600662,2021-02-22,"513,013",0.04
600663.SH,600663,2021-02-22,"9,145,138",0.31
600664.SH,600664,2021-02-22,"5,183,975",0.20
600666.SH,600666,2021-02-22,"751,867",0.09
600667.SH,600667,2021-02-22,"62,817,628",2.98
600668.SH,600668,2021-02-22,"1,256,650",0.36
600673.SH,600673,2021-02-22,"47,918,397",1.94
600674.SH,600674,2021-02-22,"146,282,643",3.32
600675.SH,600675,2021-02-22,"29,180,538",1.30
600676.SH,600676,2021-02-22,"714,398",0.06
600677.SH,600677,2021-02-22,"16,200",0.00
600681.SH,600681,2021-02-22,"9,185,960",0.63
600682.SH,600682,2021-02-22,"12,265,218",1.05
600684.SH,600684,2021-02-22,"1,308,493",0.15
600685.SH,600685,2021-02-22,"4,877,610",0.59
600686.SH,600686,2021-02-22,"3,250",0.00
600687.SH,600687,2021-02-22,"183,774",0.01
600688.SH,600688,2021-02-22,"83,119,790",1.13
600690.SH,600690,2021-02-22,"505,101,711",8.00
600693.SH,600693,2021-02-22,"3,147,276",0.35
600694.SH,600694,2021-02-22,"6,365,454",2.16
600697.SH,600697,2021-02-22,"1,552",0.00
600699.SH,600699,2021-02-22,"124,890,431",10.09
600702.SH,600702,2021-02-22,"493,966",0.14
600703.SH,600703,2021-02-22,"130,646,279",3.20
600704.SH,600704,2021-02-22,"103,340,588",2.04
600705.SH,600705,2021-02-22,"125,538,676",1.41
600708.SH,600708,2021-02-22,"6,874,392",0.30
600711.SH,600711,2021-02-22,"27,482,010",1.13
600715.SH,600715,2021-02-22,2,0.00
600716.SH,600716,2021-02-22,"543,120",0.05
600717.SH,600717,2021-02-22,"1,694,742",0.07
600718.SH,600718,2021-02-22,"1,160,480",0.09
600720.SH,600720,2021-02-22,"19,984,380",2.57
600724.SH,600724,2021-02-22,"6,683",0.00
600728.SH,600728,2021-02-22,"13,892,909",0.80
600729.SH,600729,2021-02-22,"10,640,356",2.61
600730.SH,600730,2021-02-22,"159,935",0.02
600733.SH,600733,2021-02-22,"10,533,976",0.57
600736.SH,600736,2021-02-22,"2,284,203",0.19
600737.SH,600737,2021-02-22,"33,778,968",1.60
600738.SH,600738,2021-02-22,"2,250,326",0.30
600739.SH,600739,2021-02-22,"23,836,463",1.55
600740.SH,600740,2021-02-22,"25,369,684",2.63
600741.SH,600741,2021-02-22,"201,295,349",6.38
600742.SH,600742,2021-02-22,"15,640,001",2.33
600743.SH,600743,2021-02-22,"2,245,938",0.09
600745.SH,600745,2021-02-22,"28,674,644",3.31
600748.SH,600748,2021-02-22,"31,328,249",1.69
600750.SH,600750,2021-02-22,"3,972,862",0.63
600754.SH,600754,2021-02-22,"50,013,021",6.23
600755.SH,600755,2021-02-22,"17,601,293",0.95
600756.SH,600756,2021-02-22,"6,227,042",1.92
600757.SH,600757,2021-02-22,"199,981",0.01
600758.SH,600758,2021-02-22,"1,308",0.00
600759.SH,600759,2021-02-22,"96,960",0.00
600760.SH,600760,2021-02-22,"14,449,149",1.03
600761.SH,600761,2021-02-22,"1,545,084",0.20
